ID,Title,Status,MAL normalized score,Overall,AU,AP,MU,MP,CU,CP,AL,AV,AM,B,A
M-VGMDB-AL-74133,CiRCLiNG / Poppin'Party,Unknown,4.958905866619618,1.9105483493225122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06270833333333331,1.7999999999999998,0.10014790328038091,0.0
M-VGMDB-AR-10934,Ai Kayano,Unknown,5.7904798549560645,3.7618180620476314,0.0,1.7026648193814855,0.0,0.5147921795009976,0.0,0.0,0.0,0.09927193473498758,1.805081122607543,0.09849909084016842,0.0
A-MAL-40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Unwatched,1.5732532861552548,-0.8306309908905891,-2.030630990890589,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0
F-VGMDB-9540,CUE!,Unknown,7.4662806317669235,7.311173707835595,0.058756955078498256,1.4447903022350004,0.055908537427244796,2.470250196770179,0.04955949782691473,0.32729911656389926,0.0,1.1000000000017767,2.6410328051717658,1.0758339704732336,0.0
M-VGMDB-AL-49446-1,Colorful.,Completed,2.95017222212946,0.8492101109979411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.09921011099794114,0.0
F-VGMDB-7040,Sora yori mo Tooi Basho,Unknown,7.029284292723572,5.848047966691988,0.0,0.19999999999999998,0.0,1.5,0.0,2.8,0.0,0.7500000000012113,1.8926824183131832,0.23928914001761092,0.0
A-MAL-50203,Love Live! Superstar!! 2nd Season,Unwatched,5.776960485625626,3.7303179315077077,0.18758393053424868,1.4291336089122813,0.1789064437915201,0.9579321956918178,0.13121148718024478,0.2718812029128099,0.0,1.3499999999999999,0.6439933453356511,0.1298209492169351,0.0
F-VGMDB-8339,D4DJ,Unknown,5.736906030909537,3.636991052019223,0.014091440571330108,0.30616913123647427,-0.0072000444463858615,0.11485993362204623,0.058082131975010075,0.0055138536376826055,4.8911586576355325e-05,1.1000000000017767,1.6722016288595596,1.0193476121010796,0.0
F-VGMDB-4043,Ao no Kanata no Four Rhythm,Unknown,7.5626446516429535,7.633814117843028,0.0,1.7123590477197637,0.0,3.0118715839456427,0.0026455076437441054,0.0,0.0,0.4480000000004802,2.8800000000556336,0.943867219855142,0.0
M-VGMDB-AL-34411,Aimai Bambina / Kano,Unknown,4.197184587375112,1.7353524550962758,0.0,0.0,0.0,0.0,0.3958523732318682,0.0,0.0,0.06999999999999998,1.2223940090365797,0.10275866759565985,0.0
A-MAL-41589,Tokyo Mew Mew New ♡,Dropped,3.7634021356273437,1.505453665789328,0.0021875839305342494,0.10943516399943139,0.00017890644379152024,0.0315252487678966,0.005369686557570361,0.0026359406014564053,0.0,1.1400000000000001,0.03620165821455493,0.2415625331887262,0.0
A-MAL-5680,K-On!,Completed,5.693965079794369,3.5369386359208788,0.0,1.3327638366346783,0.0,0.7256396362752623,0.0,0.0,0.0,1.4300000000000002,0.0,0.5020050773109742,0.0
M-VGMDB-AL-82284,Gotoubun no Kimochi / Nakano-ke no Itsutsugo,Unknown,3.150317850626249,1.027247923488474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666666,0.8999999999999999,0.09850575091020547,0.0
M-VGMDB-AL-71404-2,MIRACLE WAVE,Completed,3.1141701876152204,0.9990527463398718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.09905274633987192,0.0
M-VGMDB-AL-58147,Aozora Jumping Heart / Aqours,Unknown,3.5111243847311475,1.308677020090295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999999,1.2000000000000002,0.09972633396760666,0.0
M-48,Re:STAGE! ALL IDOL,Unknown,5.101304143102181,2.1560386534280815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0590012810658282,0.09703737236225338,0.0
M-VGMDB-AL-52993,Friend Shitai / Gakuen Seikatsubu,Unknown,3.4813599366418067,1.285460750580609,0.0,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.12458333333333331,0.8999999999999999,0.0984162384552421,0.0
M-VGMDB-AL-120836,Ginga no Shizuku / TROIS ANGES,Unknown,2.7208903417183774,0.5694862168964205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06499999999999999,0.44999999999999996,0.09981339539057973,0.0
F-VGMDB-5549,Tenshi no 3P!,Unknown,5.806257016999228,3.798578849608201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1500000000037145,2.222174995437091,1.0,0.0
A-MAL-19111,Love Live! School Idol Project 2nd Season,Completed,5.763841466361036,3.6997506166212144,-0.16190465393753375,2.2113181252077765,-0.1275910799783416,0.15964237128424769,0.021868581196707468,0.04531353381880167,0.0,0.6,0.16331279222955267,1.0256469794914376,0.0
A-MAL-34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Completed,5.633963879287175,3.3971358387391173,0.016131360706299138,0.5870030250291169,0.8019031267665451,0.07156198090164333,1.0085165235902962,0.013319404355809597,0.0,0.75,0.21073793588073847,0.9884933808068,0.0
M-VGMDB-AL-33537-1,crossing field,Completed,2.5812071135262284,0.39907267850199873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.09907267850199869,0.0
M-VGMDB-AR-6876,Saori Hayami,Unknown,3.441111200476944,1.2540667363720164,0.0,0.0936410984009241,0.0,0.0,0.0,0.0,0.0,0.05169983335769472,1.0504553432191184,0.1000348841517877,0.0
A-MAL-37141,Hataraku Saibou,Dropped,2.7941527667274046,0.6588663754074336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.24000000000000005,-0.2770417967848081,0.0
A-MAL-28851,Koe no Katachi,Completed,7.517647030144144,7.4831556971128395,0.0,4.078830996059936,0.0,0.0,2.3,0.0,0.0,1.25,0.0,0.2742923480285484,1.0
M-VGMDB-AL-93441,Yell and Response / Mashumairesh!!,Unknown,2.8515028684478647,0.728833499506395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09583333333333331,0.6000000000000001,0.09859374408864513,0.0
M-VGMDB-AL-93440,Hiromenes/Kimi no Rhapsody / Mashumairesh!!,Unknown,5.927119843634614,4.08018923566865,0.0,0.048172683508760125,0.0,0.6155722066724582,0.0,1.25,0.0,0.07666666666666665,2.4738525038300136,0.12338325823369536,0.0
A-MAL-37027,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,Completed,5.201307274804562,2.3890459502946304,-0.14627265972634637,1.5698262584500444,-0.1126822096623816,0.23946355692637145,0.03280287179506119,0.06797030072820248,0.0,0.6,0.1609982780228783,0.30674758533278196,0.0
A-MAL-3667,Strike Witches,Completed,4.65613659411745,1.8409114166470135,0.0273671578536571,0.22731177846868442,0.0009318043947475009,0.05475299771155332,0.000341696581198554,0.000708023965918776,0.0,0.55,0.060368393937654134,1.0309507149793578,0.0
M-43,Chikyuu Saigo no Kokuhaku wo (HAG),Completed,5.50982322014434,3.107888102936313,0.0,0.0,0.0,0.0,1.5085440841362907,0.0,0.0,0.0,1.5,0.09934401880002251,0.0
M-VGMDB-AL-60358,STAR BEAT! ~Hoshi no Kodou~ / Poppin'Party,Unknown,3.525869477307478,1.320178192299833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,1.2000000000000002,0.10030751500090888,0.0
M-VGMDB-AL-24725,Puella Magi Madoka Magica Special CD 2 Original Soundtrack I,Unknown,2.963221516198691,0.8651302497624029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07583333333333331,0.75,0.09536013049963515,0.0
M-VGMDB-AL-113295-1,ケアレス,Completed,4.909440054349177,1.8991712125003106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0991712125003109,0.0
M-VGMDB-AL-37130-6,サクラノ前夜,Completed,5.374558916713885,2.7927222759433517,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3033333333333333,2.0999999999999996,0.1009157755827613,0.0
F-VGMDB-10978,Irodorimidori,Unknown,5.23333360799722,2.4636673066335226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2933339368321977,1.3796442823193662,0.9799308653125577,0.0
M-VGMDB-AL-78378,"Thank you, FRIENDS!! / Aqours",Unknown,3.3214146703815253,1.1607034428975895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999999,1.0499999999999998,0.10122875043508507,0.0
A-MAL-30727,Saenai Heroine no Sodatekata ♭,Completed,7.149345947264034,6.250031419612892,0.0,3.888895364435006,0.0,0.9415009174761009,0.0,0.0,0.0,1.15,0.0,0.9956588811658944,0.0
F-VGMDB-6418,Shichisei no Subaru,Unknown,6.477238467991905,4.965857701987857,0.0,0.3,0.0,0.0,2.1,0.0,0.0,1.32,0.9,1.0,0.0
F-VGMDB-7865,Koisuru Asteroid,Unknown,6.059340577873884,4.339010866810825,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,1.8399999999999999,2.0227233723432576,1.0,0.0
M-VGMDB-AL-84229,HAPPY TYPHOON / KiRaRe,Unknown,2.648099422787973,0.48068129580132657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.33712056205720964,0.1030015835442284,0.0
M-VGMDB-AL-95029-1,Gomakashi,Completed,5.0554130110350695,2.0491123157117124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9500000000000002,0.09911231571171229,0.0
M-VGMDB-AR-18208,Yuuki Takada,Unknown,4.768132369567794,1.8666704450005924,0.0,0.1998821989599486,0.0,0.0,0.0,0.0,0.0,0.4290555842363959,1.3926743295332487,0.09747505380785072,0.0
M-9,Petit Rabbit's,Unknown,2.771122876037771,0.6307699087660804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680976821829068,0.5147503202664571,0.09614976832492295,0.0
M-VGMDB-AL-63666,harumachi clover / Yui Hanasaka (CV: M·A·O),Unknown,5.000297866490319,1.9206940289224441,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.09374999999999999,1.2299999999999998,0.11700090784330955,0.0
M-VGMDB-AR-18205,Ayumi Takeo,Unknown,3.4758527659441327,1.2811651574364236,0.0,0.1998821989599486,0.0,0.0,0.0,0.0,0.0,0.11894789353416609,0.9540752380840226,0.09334973063775227,0.0
A-MAL-39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,Completed,5.098712446351931,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0
M-VGMDB-AL-80253,Kimi no Sei / the peggies,Unknown,2.5854617415035834,0.40426332463437187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021666666666666664,0.30000000000000004,0.0993628714687287,0.0
M-VGMDB-AL-30302-2,Mata Ashita,Completed,2.8273926435597057,0.6994190251428412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.09941902514284111,0.0
L-MAL-90810,Nogi Wakaba wa Yuusha de Aru,Completed,6.042331087423935,4.313496631135902,0.026143396142294117,1.1881155150324307,1.6561664961285438,0.12569611513835247,2.3162125136768337,0.029783093559397057,0.0,0.06249999999999999,0.08975271492801641,0.7744472964391457,0.0
M-VGMDB-AL-53719,"TV Anime ""Gakkou Gurashi!"" Character Song 4 / Miki Naoki (CV. Rie Takahashi) & Kurumi Ebisuzawa (CV. Ari Ozawa)",Unknown,3.916993574232916,1.6252549879016747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11249999999999998,1.5,0.09940037414546883,0.0
M-VGMDB-AL-48199,Saenai heroine no sodate-kata Character Image Song M♭ / Megumi Kato,Unknown,2.901672208189294,0.7900400939909388,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,0.0,0.11999999999999998,0.6000000000000001,0.09850575091020547,0.0
M-VGMDB-AL-49508,Tsukinami / Kanon Wakeshima,Unknown,3.5118123254503244,1.3092136138512531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05208333333333333,1.2000000000000002,0.09972633396760666,0.0
M-VGMDB-AL-120491-1,WONDERFUL WORLD,Completed,3.49852450632425,1.2988491149329149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.09884911493291465,0.0
M-VGMDB-AL-104618,Koi no Uta (feat. Tsukasa Yuzaki) / Yunomi,Unknown,3.5228343643800257,1.31781080421642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08666666666666666,1.2000000000000002,0.09820899155384735,0.0
M-VGMDB-AL-120492-1,Watashi to Minna no Uta,Completed,3.4991831685496524,1.2993628714687289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0993628714687287,0.0
M-VGMDB-AL-58750-1,Kimeta yo Hand in Hand,Completed,3.3069235565967547,1.1494003741454686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0499999999999998,0.09940037414546883,0.0
M-VGMDB-AL-78478,360° Hoshi no Orchestra / petit milady,Unknown,3.3137114023704752,1.1546948938489705,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.027499999999999993,0.75,0.10003322823294804,0.0
M-VGMDB-AL-78575,Natsu no Yakusoku / KiRaRe,Unknown,2.7167872867016394,0.5644804897760001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05416666666666666,0.44999999999999996,0.09928704941913727,0.0
M-VGMDB-AR-12726,Ayane Sakura,Unknown,5.491894787212372,3.0661148542048258,0.0,0.17023875070021224,0.0,0.3088753077005986,0.7455838546382703,0.0,0.0,0.2867639552530095,1.9784882633994783,0.12178039316345439,0.0
M-7,Colorful - Magibeat Remix,Completed,3.3071357539956274,1.1495658881165893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0499999999999998,0.09956588811658944,0.0
M-VGMDB-AL-42762,VOICE / ZAQ,Unknown,2.9393350507862914,0.8359887619592752,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,0.6000000000000001,0.09924872186018568,0.0
M-VGMDB-AL-91187-35,エンドマークに希望と涙を添えて,Completed,3.6373611702465896,1.40714171279234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2899999999999998,0.11714171279234013,0.0
M-VGMDB-AL-104341,Do Re Mi Fa STARS!!/Hoshizora Light Story,Unknown,4.273134832862008,1.7528210115582616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11499999999999998,1.6245369167868997,0.10249389836343761,0.0
M-VGMDB-AL-110219-1,Ai no Supreme!,Completed,3.577010381196229,1.3600680973330586,0.0,0.06034176336545163,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.09972633396760666,0.0
M-1,Asterisk,Unknown,4.885457366678937,1.8936551943361555,0.0,0.2841968562206996,0.0,0.0,0.0,0.0,0.0,0.0,1.5086558921336695,0.10080244598178636,0.0
A-MAL-23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Completed,7.84261349875677,8.571189538029072,0.0,2.646433387987952,0.0,1.0591697287240824,5.110549305567505,0.0,0.0,0.8999999999999999,0.24480616131318633,1.0040101546219484,0.30000000000000004
M-VGMDB-AL-95369-1,ハロ/ハワユ,Completed,3.282358785131882,1.130239852402868,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.04853333333333332,0.7500000000000001,0.11976222535512875,0.0
A-MAL-36316,Shichisei no Subaru,Completed,6.140714412435293,4.461071618652939,0.0,0.0,0.0,0.0,2.1,0.0,0.0,1.32,0.15000000000000002,1.0,0.0
M-VGMDB-AL-74133-2,Light Delight,Completed,4.913686536001656,1.9001479032803807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.10014790328038091,0.0
G-VGMDB-1090,Ayesha no Atelier: Tasogare no Daichi no Renkinjutsushi,Completed,6.435761204135221,4.903641806202831,1.0556063286183155,2.464961154964531,0.0,0.0,0.0,0.0,0.0,0.9600010622395478,0.0,1.1346071097720232,0.0
A-MAL-27441,Show By Rock!!,Completed,7.4257587394114255,7.1755006632627945,0.057872818620874726,2.760169796397887,0.050927984129412705,0.967622436830849,2.940793543734543,0.060794485151745695,0.0,1.44,0.36207185497689925,1.0598916508854117,0.0
M-VGMDB-AL-97692,LoveLive! Sunshine!! Watanabe You First Solo Concert ALBUM ~Beginner's Sailing~,Unknown,3.5080628956445814,1.3062890586027736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039999999999999994,1.2000000000000002,0.09977874383860999,0.0
A-MAL-40852,Dr. Stone: Stone Wars,Completed,5.85865188032871,3.9206588811658944,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.825,0.0,0.9956588811658944,0.0
A-MAL-37481,Ongaku Shoujo (TV),Completed,5.012875536480687,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.8,0.0
M-VGMDB-AL-114186,Ashita no Hanatachi / Sanshuu Chuugaku Yuushabu,Unknown,3.705252708322945,1.4600971124918969,0.0,0.14999999999999997,0.0,0.0,0.0,0.0,0.0,0.06249999999999999,1.2000000000000002,0.09779327685429284,0.0
M-VGMDB-AL-113660-1,Koko de Ikiteru,Completed,3.49748955364441,1.29804185184264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0980418518426399,0.0
A-MAL-32038,Show By Rock!! #,Completed,7.872579932439167,8.671521409428657,0.057872818620874726,2.84287492894011,0.050927984129412705,3.439867327482587,2.940793543734543,0.060794485151745695,0.0,1.44,0.48917255320061537,1.0598916508854117,0.0
A-MAL-37497,Irozuku Sekai no Ashita kara,Completed,6.405230674882521,4.857846012323781,0.0,0.24622540721689742,0.0,0.0,2.2160286649520766,0.0,0.0,1.5,0.30000000000000004,1.0040101546219484,0.0
M-VGMDB-AL-106487-1,IDOLY PRIDE,Completed,3.8825849210964645,1.598416238455242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0984162384552421,0.0
M-VGMDB-AL-95118-2,Yume wo Uchinuku Shunkan ni!,Completed,3.2098423903313376,1.0736770644584432,0.0,0.07402143449743065,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.09965562996101272,0.0
A-MAL-38101,5-toubun no Hanayome,Completed,6.369605894825559,4.804408842238339,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.25,0.18,1.0,0.0
M-VGMDB-AL-47403-1,Hoshikuzu no Interlude,Completed,3.1170273729915308,1.001281350933394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.10128135093339409,0.0
M-VGMDB-AL-101643-1,Sacred world,Completed,3.5000000000000004,1.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.09999999999999999,0.0
